time_ms,voltage,current,temperature
0.0,3.9612750107814136,10.062865110546698,25.0
1000.0,3.9602518735729086,10.875994780727337,25.0
2000.0,3.9554744397169475,12.201723664039402,25.0
3000.0,3.9484523558403604,12.868270429300676,25.0
4000.0,3.943332011246423,13.474575748139113,25.0
5000.0,3.9356845872105635,14.839540339300116,25.0
6000.0,3.9301931606421805,16.21430592131412,25.0
7000.0,3.930811497208904,16.924163573380028,25.0
8000.0,3.9266425783177232,16.969391957460903,25.0
9000.0,3.9217643448711614,17.539118259788815,25.0
10000.0,3.916493477884612,18.688362768731324,25.0
11000.0,3.9106597223557733,19.824165619944107,25.0
12000.0,3.9137594673666225,19.4176191539451,25.0
13000.0,3.902481988292562,21.218371206930804,25.0
14000.0,3.900545383780629,21.421395440832917,25.0
15000.0,3.896781210051804,22.36178838400613,25.0
16000.0,3.893894625919421,23.10447736716444,25.0
17000.0,3.890258701367726,23.8304772280409,25.0
18000.0,3.88471899083342,24.76812116693612,25.0
19000.0,3.8779180370680306,25.61732690773897,25.0
20000.0,3.8753512188483,25.52418993664788,25.0
21000.0,3.870603227862825,26.721349170665462,25.0
22000.0,3.875237701745949,26.11122090082351,25.0
23000.0,3.86918196525085,26.561663869531394,25.0
24000.0,3.872968494071238,26.32328223923211,25.0
25000.0,3.8754192621098595,25.381550162129656,25.0
26000.0,3.879700034626702,24.41807781181625,25.0
27000.0,3.8857084345069657,23.79081592882843,25.0
28000.0,3.884820456043429,23.504580981041265,25.0
29000.0,3.8873482077253017,23.357364665677018,25.0
30000.0,3.8875126462326834,22.299038485524,25.0
31000.0,3.891124474848897,22.307640710745748,25.0
32000.0,3.891733984796751,22.000007254015703,25.0
33000.0,3.883038804181973,22.081681550845744,25.0
34000.0,3.8901920493149156,21.7176414123471,25.0
35000.0,3.893291223606578,21.655504709649943,25.0
36000.0,3.8941404460579654,21.085763890832673,25.0
37000.0,3.8899373734935025,21.346876582308244,25.0
38000.0,3.887316482325449,21.861580537267226,25.0
39000.0,3.882378416882857,22.325964055136634,25.0
40000.0,3.8910301910578697,21.1021988439486,25.0
41000.0,3.8787155639117348,22.673516524987935,25.0
42000.0,3.8791714625078297,22.7948237521854,25.0
